ROUND;TM TAG;OPP TAG;TM NAME;OPP NAME;DATE;H/A;W/L;MIN;PTS;2PTM;2PTA;2PT%;3PTM;3PTA;3PT%;FGM;FGA;FG%;FTM;FTA;FT%;OR;DR;TR;AST;TO;ST;BLK;BLKA;PF;DF;VAL;+ / -;POSS;SHOOTING CHANCES;OFF PPP;DEF PPP;OFF RTG;DEF RTG;NET RTG;eFG%;TS%;RIM FREQ;RIM PPS;PAINT FREQ;PAINT PPS;MID FREQ;MID PPS;C3 FREQ;C3 PPS;L3 FREQ;L3 PPS;FT Ratio;TO%;LTO%;DTO%;AST%;AST% (2P);AST% (3P);AST% (FT);AST Ratio;AST/TO;OR%;OR% (after 2P);OR% (after 3P);OR% (after FT);DR%;DR% (after 2P);DR% (after 3P);DR% (after FT);TR%;ST%;BLK%;BLK% (2P);BLK% (3P);KILLS;PSF FREQ;DSF FREQ;ASTED_2FG;ASTED_3FG;ASTED_FT;ASTED_FT PTS;LTO;DTO;BLK2;BLK3;OR_RIM;TM OR_RIM;OR_PAINT;TM OR_PAINT;OR_NP2;TM OR_NP2;OR_3C;TM OR_3C;OR_3L;TM OR_3L;OR_FT;TM OR_FT;DR_RIM;TM DR_RIM;DR_PAINT;TM DR_PAINT;DR_NP2;TM DR_NP2;DR_3C;TM DR_3C;DR_3L;TM DR_3L;DR_FT;TM DR_FT;FTM_T;FTA_T;FTM_1;FTA_1;FTM_2;FTA_2;FT 0/2;FTM_3;FTA_3;FT 0/3;RIM_M;RIM_A;PAINT_M;PAINT_A;MID_M;MID_A;3C_M;3C_A;3L_M;3L_A;3H_M;3H_A
16;VAL;VIR;Valencia Basket;Virtus Segafredo Bologna;21.12.2023;H;W;200;79;22;33;0,67;6;14;0,43;28;47;0,6;17;20;0,85;7;22;29;10;21;6;1;0;17;21;86;8;71;78;1,01;0,92;111,3;100;11,3;0,66;0,69;0,23;1,67;0,09;1,14;0,1;0,75;0,05;1,5;0,13;1,2;0,13;0,27;0,21;0,06;0,26;0,23;0,67;0,1;0,13;0,48;0,32;0,27;0,38;0;0,79;0,8;0,73;1;0,58;0,08;0,02;0,04;0;6;1;0;5;4;1;2;16;5;1;0;1;0;0;0;2;0;0;0;3;0;0;0;1;0;3;0;4;0;2;0;9;0;3;0;0;0;0;0;17;20;0;0;0;0;15;18;4;7;3;8;2;4;4;10;0;0
16;VIR;VAL;Virtus Segafredo Bologna;Valencia Basket;21.12.2023;A;L;200;71;16;26;0,62;9;24;0,38;25;50;0,5;12;18;0,67;6;15;21;21;19;16;0;1;21;17;74;-8;71;77;0,92;1,01;100;111,3;-11,3;0,59;0,61;0,17;1,85;0,1;0,75;0,06;0,4;0,08;1,5;0,23;1;0,1;0,25;0,08;0,17;0,68;0,63;0,89;0,5;0,27;1,11;0,21;0,2;0,27;0;0,68;0,73;0,63;1;0,42;0,23;0;0;0;3;0;1;10;8;3;6;6;13;0;0;0;0;2;0;0;0;1;0;3;0;0;0;1;1;3;0;3;0;2;0;3;0;2;0;1;1;0;1;11;16;2;0;0;0;12;13;3;8;1;5;3;6;6;18;0;0
16;PAR;RMB;Partizan Mozzart Bet Belgrade;Real Madrid;21.12.2023;A;L;200;75;23;41;0,56;8;23;0,35;31;64;0,48;5;5;1;10;25;35;16;16;6;0;2;20;14;75;-16;72;82;0,91;1,11;104,2;124,7;-20,5;0,55;0,57;0,05;2;0,38;1,16;0,07;0,33;0;-;0,28;1,04;0,02;0,2;0,12;0,07;0,48;0,3;1;0,5;0,2;1;0,3;0,22;0,4;-;0,76;0,75;0,81;0,5;0,53;0,08;0;0;0;4;0;0;7;8;1;2;10;6;0;0;0;0;4;0;0;0;0;0;4;2;0;0;0;0;6;0;0;0;0;0;16;1;1;0;0;0;1;1;4;4;0;0;0;0;4;4;18;31;1;6;0;0;8;23;0;0
16;RMB;PAR;Real Madrid;Partizan Mozzart Bet Belgrade;21.12.2023;H;W;200;91;24;32;0,75;11;33;0,33;35;65;0,54;10;15;0,67;8;23;31;25;12;10;2;0;14;18;116;16;73;82;1,11;0,91;124,7;104,2;20,5;0,62;0,65;0,09;2;0,27;1,45;0,04;0,67;0;-;0,4;1;0,06;0,15;0,07;0,07;0,64;0,58;0,91;0,25;0,31;2,08;0,24;0,25;0,19;0,5;0,7;0,78;0,6;-;0,47;0,14;0,03;0,05;0;7;0;0;14;10;1;2;6;6;2;0;0;0;0;0;2;0;0;0;3;1;0;1;0;0;8;1;4;1;0;0;9;0;0;0;2;2;1;3;7;10;1;0;0;0;7;7;16;22;1;3;0;0;11;33;0;0
16;EFE;BAS;Anadolu Efes Istanbul;Baskonia Vitoria-Gasteiz;22.12.2023;H;L;200;80;26;44;0,59;6;26;0,23;32;70;0,46;10;12;0,83;11;23;34;16;9;4;4;2;18;19;88;-7;73;84;0,95;1,09;109,6;124,3;-14,7;0,5;0,53;0,19;1,75;0,24;1;0,1;0,5;0,08;0,43;0,23;0,79;0,06;0,11;0,02;0,08;0,43;0,38;0,67;0,4;0,19;1,78;0,31;0,4;0,25;0;0,7;0,67;0,71;1;0,49;0,06;0,06;0,03;0;4;0;0;10;4;2;4;2;7;1;0;0;0;4;1;1;0;2;0;3;0;0;0;3;0;6;0;1;0;2;0;10;0;1;0;0;0;1;2;9;10;0;0;0;0;14;16;10;20;2;8;1;7;5;19;0;0
16;BAS;EFE;Baskonia Vitoria-Gasteiz;Anadolu Efes Istanbul;22.12.2023;A;W;200;87;17;32;0,53;13;30;0,43;30;62;0,48;14;18;0,78;10;25;35;18;10;2;2;4;19;17;92;7;70;80;1,09;0,95;124,3;109,6;14,7;0,59;0,62;0,18;1,43;0,15;0,33;0,08;1,67;0,06;0,6;0,31;1,44;0,1;0,13;0,05;0,08;0,49;0,29;0,92;0,14;0,23;1,8;0,3;0,33;0,29;0;0,69;0,6;0,75;1;0,51;0,03;0,03;0,02;0;6;0;0;5;12;1;3;4;6;1;0;0;1;4;0;0;0;2;0;3;0;0;0;1;0;5;0;3;0;4;0;11;0;1;0;0;1;0;0;11;14;1;3;3;0;10;14;2;12;5;6;1;5;12;25;0;0
16;FCB;ZAL;FC Barcelona;Zalgiris Kaunas;22.12.2023;A;W;200;85;18;32;0,56;12;30;0,4;30;62;0,48;13;19;0,68;11;22;33;25;11;3;2;0;22;21;98;5;70;81;1,05;1,08;121,4;115,9;5,5;0,58;0,61;0,22;1,44;0,1;0,5;0,07;1;0,1;1,5;0,27;1,09;0,1;0,14;0,05;0,09;0,68;0,72;0,75;0,43;0,31;2,27;0,31;0,5;0,25;0;0,81;0,71;0,9;1;0,53;0,04;0,04;0,06;0;5;0;1;13;9;3;6;4;7;2;0;3;0;3;1;0;0;0;0;4;0;0;0;2;0;4;1;2;1;2;0;6;1;2;0;0;0;0;3;13;16;1;0;0;0;13;18;2;8;3;6;4;8;8;22;0;0
16;ZAL;FCB;Zalgiris Kaunas;FC Barcelona;22.12.2023;H;L;200;80;20;34;0,59;8;20;0,4;28;54;0,52;16;20;0,8;5;24;29;17;13;4;0;2;21;21;85;-5;69;74;1,08;1,05;115,9;121,4;-5,5;0,59;0,66;0,24;1,67;0,14;0,4;0,08;1;0,07;0,6;0,19;1,5;0,09;0,18;0,04;0,14;0,49;0,55;0,63;0,14;0,23;1,31;0,19;0,29;0,1;0;0,69;0,5;0,75;1;0,47;0,06;0;0;0;4;1;0;11;5;1;2;3;10;0;0;0;1;3;0;0;0;1;0;0;0;0;0;2;0;2;0;3;0;4;0;8;0;3;2;1;1;2;3;10;12;0;2;3;0;15;18;2;10;3;6;1;5;7;14;0;1
16;ASV;OLY;LDLC ASVEL Villeurbanne;Olympiacos Piraeus;22.12.2023;H;L;200;73;22;43;0,51;4;19;0,21;26;62;0,42;17;20;0,85;13;18;31;18;14;6;0;8;15;24;76;-12;70;83;0,88;1,15;104,3;126,9;-22,6;0,45;0,53;0,18;1,2;0,2;1,06;0,13;0,73;0,06;0,6;0,16;0,69;0,08;0,17;0,08;0,08;0,56;0,68;0,5;0,17;0,22;1,29;0,36;0,38;0,36;0;0,72;0,7;0,73;-;0,51;0,09;0;0;0;4;0;1;15;2;1;2;7;7;0;0;0;1;4;1;1;1;0;1;4;0;0;0;2;0;3;1;1;0;0;1;8;2;0;0;0;0;5;5;10;12;1;2;3;0;9;15;9;17;4;11;1;5;3;13;0;1
16;OLY;ASV;Olympiacos Piraeus;LDLC ASVEL Villeurbanne;22.12.2023;A;W;200;85;20;30;0,67;11;26;0,42;31;56;0,55;12;12;1;7;23;30;24;14;7;8;0;24;15;106;12;67;74;1,15;0,88;126,9;104,3;22,6;0,65;0,71;0,12;1,56;0,22;1,38;0,07;0,8;0,08;1,5;0,27;1,2;0,05;0,19;0,08;0,11;0,69;0,6;1;0,25;0,32;1,71;0,28;0,3;0,27;-;0,64;0,62;0,64;1;0,49;0,1;0,13;0,16;0,05;3;1;0;12;11;1;2;6;8;7;1;0;0;1;0;1;1;2;0;2;0;0;0;5;0;3;0;5;0;2;1;6;0;1;0;1;1;3;3;8;8;0;0;0;0;7;9;11;16;2;5;3;6;8;20;0;0
16;BER;FEN;ALBA Berlin;Fenerbahce Beko Istanbul;22.12.2023;H;L;200;82;24;48;0,5;7;16;0,44;31;64;0,48;13;20;0,65;7;17;24;15;9;10;1;3;17;18;81;-9;75;82;1;1,07;109,3;123;-13,6;0,54;0,56;0,23;1,26;0,27;0,73;0,09;1,14;0;-;0,2;1,31;0,11;0,11;0,04;0,07;0,38;0,46;0,43;0,13;0,18;1,67;0,2;0,21;0,25;0;0,61;0,54;0,67;-;0,38;0,14;0,02;0,03;0;3;0;1;11;3;1;2;3;6;1;0;2;0;3;0;0;0;0;0;2;0;0;0;1;0;5;0;1;0;2;0;8;0;0;0;0;0;1;1;10;16;1;2;3;0;12;19;8;22;4;7;0;0;7;16;0;0
16;FEN;BER;Fenerbahce Beko Istanbul;ALBA Berlin;22.12.2023;A;W;200;91;22;36;0,61;12;28;0,43;34;64;0,53;11;12;0,92;11;28;39;25;16;3;3;1;18;17;112;9;74;85;1,07;1;123;109,3;13,6;0,63;0,66;0,16;1,14;0,21;1,22;0,05;1,5;0,04;1;0,28;1,38;0,06;0,19;0,12;0,07;0,64;0,55;0,92;0,4;0,29;1,56;0,39;0,46;0,33;-;0,8;0,79;0,75;1;0,62;0,04;0,05;0,06;0;2;1;0;12;11;2;4;10;6;3;0;4;0;2;0;0;0;0;0;4;1;0;0;2;3;9;2;3;0;0;0;6;0;2;1;0;0;1;1;8;8;0;2;3;0;8;14;11;18;3;4;1;3;11;24;0;1
16;ASM;BAY;AS Monaco;FC Bayern Munich;22.12.2023;A;W;200;91;26;43;0,6;5;17;0,29;31;60;0,52;24;31;0,77;8;22;30;12;8;5;1;1;17;28;105;11;71;80;1,14;0,95;128,2;111,1;17,1;0,56;0,63;0,08;2;0,31;1,04;0,15;1,17;0;-;0,21;0,88;0,15;0,1;0,05;0,05;0,29;0,42;0,2;0;0,15;1,5;0,26;0,29;0,09;0,67;0,65;0,67;0,62;1;0,46;0,07;0,02;0,04;0;8;0;1;11;1;0;0;4;4;1;0;0;0;3;0;2;0;0;0;1;0;1;1;0;0;5;0;3;0;0;1;12;0;0;1;2;2;3;4;16;22;1;3;3;0;6;6;13;25;7;12;0;0;5;17;0;0
16;BAY;ASM;FC Bayern Munich;AS Monaco;22.12.2023;H;L;200;80;15;27;0,56;14;35;0,4;29;62;0,47;8;9;0,89;12;23;35;18;18;4;1;1;28;17;74;-11;72;84;0,95;1,14;111,1;128,2;-17,1;0,58;0,61;0,06;1,6;0,21;1,11;0,05;0,5;0,1;1,13;0,32;1,22;0,05;0,21;0,06;0,15;0,55;0,4;0,64;0,75;0,21;1;0,35;0,33;0,38;0;0,74;0,71;0,91;0,33;0,54;0,06;0,02;0,02;0;5;1;0;6;9;3;5;5;13;1;0;1;0;3;0;0;0;4;0;3;1;0;0;0;0;9;0;3;0;0;0;10;0;0;1;0;0;0;0;5;6;0;3;3;0;4;5;10;18;1;4;3;8;11;27;0;0
16;MIL;PAN;EA7 Emporio Armani Milan;Panathinaikos AKTOR Athens;22.12.2023;H;L;200;68;18;31;0,58;8;31;0,26;26;62;0,42;8;9;0,89;8;24;32;14;12;8;5;2;19;17;74;-8;70;78;0,87;0,96;97,1;108,6;-11,4;0,48;0,52;0,15;1,5;0,19;1,07;0,05;0,5;0,04;0;0,36;0,86;0,05;0,15;0,09;0,06;0,47;0,44;0,63;0,25;0,18;1,17;0,22;0,08;0,27;1;0,73;0,71;0,75;1;0,46;0,11;0,08;0,11;0;5;0;0;8;5;1;0;7;5;5;0;0;0;1;0;0;0;0;0;6;0;1;0;5;0;7;0;4;1;1;0;5;0;1;0;0;0;1;1;7;8;0;0;0;0;9;12;8;15;1;4;0;3;8;28;0;0
16;PAN;MIL;Panathinaikos AKTOR Athens;EA7 Emporio Armani Milan;22.12.2023;A;W;200;76;20;44;0,45;7;15;0,47;27;59;0,46;15;17;0,88;9;28;37;17;13;7;2;5;17;19;89;8;70;79;0,96;0,87;108,6;97,1;11,4;0,52;0,58;0,2;1,25;0,25;0,7;0,1;0,75;0,03;1,5;0,16;1,38;0,09;0,16;0,1;0,06;0,5;0,45;0,57;0,57;0,22;1,31;0,27;0,29;0,25;0;0,78;0,92;0,73;0;0,54;0,1;0,03;0,03;0,03;9;0;0;9;4;4;8;8;5;1;1;1;0;6;0;0;0;0;0;1;1;0;0;3;0;6;0;3;0;3;0;12;1;0;0;1;1;2;2;12;14;0;0;0;0;10;16;7;20;3;8;1;2;6;13;0;0
16;CZB;MTA;Maccabi Playtika Tel Aviv;Crvena Zvezda Meridianbet Belgrade;21.12.2023;A;W;200;92;15;30;0,5;13;27;0,48;28;57;0,49;23;27;0,85;11;22;33;19;17;6;3;1;20;22;104;-6;74;85;1,08;1,1;124,3;130,7;-6,3;0,61;0,68;0,11;1,78;0,18;0,8;0,07;0,33;0,12;1,2;0,2;1,59;0,13;0,2;0,09;0,11;0,49;0,27;0,77;0,45;0,22;1,12;0,34;0,4;0,36;0;0,63;0,53;0,69;1;0,49;0,08;0,04;0;0;4;0,4;0,64;4;10;5;8;8;9;0;0;0;0;4;1;1;0;1;0;4;0;0;0;1;0;5;0;3;0;0;0;11;0;1;0;0;1;2;3;18;20;0;3;3;0;8;9;6;15;1;6;4;10;9;17;0;0
16;MTA;CZB;Crvena Zvezda Meridianbet Belgrade;Maccabi Playtika Tel Aviv;21.12.2023;H;L;200;98;21;38;0,55;15;33;0,45;36;71;0,51;11;14;0,79;13;21;34;24;14;8;1;3;23;19;106;6;75;89;1,1;1,08;130,7;124,3;6,3;0,61;0,65;0,19;1,65;0,19;0,82;0,04;0;0,04;2,25;0,31;1,29;0,04;0,16;0,07;0,09;0,62;0,52;0,73;0,67;0,27;1,71;0,37;0,47;0,31;0;0,66;0,6;0,64;1;0,51;0,11;0,02;0;0;2;0,61;0,42;11;11;2;4;6;8;0;0;1;1;4;1;1;0;1;0;4;0;0;0;0;1;4;0;4;0;4;1;3;1;3;0;2;2;4;4;5;8;1;0;0;0;14;17;7;17;0;4;3;4;12;28;0;1
16;VAL;VIR;Virtus Segafredo Bologna;Valencia Basket;21.12.2023;H;W;200;71;16;26;0,62;9;24;0,38;25;50;0,5;12;18;0,67;6;15;21;21;19;16;0;1;21;17;74;-8;71;77;0,92;1,01;100;111,3;-11,3;0,59;0,61;0,17;1,85;0,1;0,75;0,06;0,4;0,08;1,5;0,23;1;0,1;0,25;0,08;0,17;0,68;0,63;0,89;0,5;0,27;1,11;0,21;0,2;0,27;0;0,68;0,73;0,63;1;0,42;0,23;0;0;0;3;0,48;0,53;10;8;3;6;6;13;0;0;0;0;2;0;0;0;1;0;3;0;0;0;1;1;3;0;3;0;2;0;3;0;2;0;1;1;0;1;11;16;2;0;0;0;12;13;3;8;1;5;3;6;6;18;0;0
16;VIR;VAL;Valencia Basket;Virtus Segafredo Bologna;21.12.2023;A;L;200;79;22;33;0,67;6;14;0,43;28;47;0,6;17;20;0,85;7;22;29;10;21;6;1;0;17;21;86;8;71;78;1,01;0,92;111,3;100;11,3;0,66;0,69;0,23;1,67;0,09;1,14;0,1;0,75;0,05;1,5;0,13;1,2;0,13;0,27;0,21;0,06;0,26;0,23;0,67;0,1;0,13;0,48;0,32;0,27;0,38;0;0,79;0,8;0,73;1;0,58;0,08;0,02;0,04;0;6;0,53;0,48;5;4;1;2;16;5;1;0;1;0;0;0;2;0;0;0;3;0;0;0;1;0;3;0;4;0;2;0;9;0;3;0;0;0;0;0;17;20;0;0;0;0;15;18;4;7;3;8;2;4;4;10;0;0
16;PAR;RMB;Real Madrid;Partizan Mozzart Bet Belgrade;21.12.2023;A;L;200;91;24;32;0,75;11;33;0,33;35;65;0,54;10;15;0,67;8;23;31;25;12;10;2;0;14;18;116;16;73;82;1,11;0,91;124,7;104,2;20,5;0,62;0,65;0,09;2;0,27;1,45;0,04;0,67;0;-;0,4;1;0,06;0,15;0,07;0,07;0,64;0,58;0,91;0,25;0,31;2,08;0,24;0,25;0,19;0,5;0,7;0,78;0,6;-;0,47;0,14;0,03;0,05;0;7;0,21;0,44;14;10;1;2;6;6;2;0;0;0;0;0;2;0;0;0;3;1;0;1;0;0;8;1;4;1;0;0;9;0;0;0;2;2;1;3;7;10;1;0;0;0;7;7;16;22;1;3;0;0;11;33;0;0
16;RMB;PAR;Partizan Mozzart Bet Belgrade;Real Madrid;21.12.2023;H;W;200;75;23;41;0,56;8;23;0,35;31;64;0,48;5;5;1;10;25;35;16;16;6;0;2;20;14;75;-16;72;82;0,91;1,11;104,2;124,7;-20,5;0,55;0,57;0,05;2;0,38;1,16;0,07;0,33;0;-;0,28;1,04;0,02;0,2;0,12;0,07;0,48;0,3;1;0,5;0,2;1;0,3;0,22;0,4;-;0,76;0,75;0,81;0,5;0,53;0,08;0;0;0;4;0,4;0,21;7;8;1;2;10;6;0;0;0;0;4;0;0;0;0;0;4;2;0;0;0;0;6;0;0;0;0;0;16;1;1;0;0;0;1;1;4;4;0;0;0;0;4;4;18;31;1;6;0;0;8;23;0;0
16;EFE;BAS;Baskonia Vitoria-Gasteiz;Anadolu Efes Istanbul;22.12.2023;H;L;200;87;17;32;0,53;13;30;0,43;30;62;0,48;14;18;0,78;10;25;35;18;10;2;2;4;19;17;92;7;70;80;1,09;0,95;124,3;109,6;14,7;0,59;0,62;0,18;1,43;0,15;0,33;0,08;1,67;0,06;0,6;0,31;1,44;0,1;0,13;0,05;0,08;0,49;0,29;0,92;0,14;0,23;1,8;0,3;0,33;0,29;0;0,69;0,6;0,75;1;0,51;0,03;0,03;0,02;0;6;0,37;0,47;5;12;1;3;4;6;1;0;0;1;4;0;0;0;2;0;3;0;0;0;1;0;5;0;3;0;4;0;11;0;1;0;0;1;0;0;11;14;1;3;3;0;10;14;2;12;5;6;1;5;12;25;0;0
16;BAS;EFE;Anadolu Efes Istanbul;Baskonia Vitoria-Gasteiz;22.12.2023;A;W;200;80;26;44;0,59;6;26;0,23;32;70;0,46;10;12;0,83;11;23;34;16;9;4;4;2;18;19;88;-7;73;84;0,95;1,09;109,6;124,3;-14,7;0,5;0,53;0,19;1,75;0,24;1;0,1;0,5;0,08;0,43;0,23;0,79;0,06;0,11;0,02;0,08;0,43;0,38;0,67;0,4;0,19;1,78;0,31;0,4;0,25;0;0,7;0,67;0,71;1;0,49;0,06;0,06;0,03;0;4;0,44;0,37;10;4;2;4;2;7;1;0;0;0;4;1;1;0;2;0;3;0;0;0;3;0;6;0;1;0;2;0;10;0;1;0;0;0;1;2;9;10;0;0;0;0;14;16;10;20;2;8;1;7;5;19;0;0
16;FCB;ZAL;Zalgiris Kaunas;FC Barcelona;22.12.2023;A;W;200;80;20;34;0,59;8;20;0,4;28;54;0,52;16;20;0,8;5;24;29;17;13;4;0;2;21;21;85;-5;69;74;1,08;1,05;115,9;121,4;-5,5;0,59;0,66;0,24;1,67;0,14;0,4;0,08;1;0,07;0,6;0,19;1,5;0,09;0,18;0,04;0,14;0,49;0,55;0,63;0,14;0,23;1,31;0,19;0,29;0,1;0;0,69;0,5;0,75;1;0,47;0,06;0;0;0;4;0,52;0,48;11;5;1;2;3;10;0;0;0;1;3;0;0;0;1;0;0;0;0;0;2;0;2;0;3;0;4;0;8;0;3;2;1;1;2;3;10;12;0;2;3;0;15;18;2;10;3;6;1;5;7;14;0;1
16;ZAL;FCB;FC Barcelona;Zalgiris Kaunas;22.12.2023;H;L;200;85;18;32;0,56;12;30;0,4;30;62;0,48;13;19;0,68;11;22;33;25;11;3;2;0;22;21;98;5;70;81;1,05;1,08;121,4;115,9;5,5;0,58;0,61;0,22;1,44;0,1;0,5;0,07;1;0,1;1,5;0,27;1,09;0,1;0,14;0,05;0,09;0,68;0,72;0,75;0,43;0,31;2,27;0,31;0,5;0,25;0;0,81;0,71;0,9;1;0,53;0,04;0,04;0,06;0;5;0,45;0,52;13;9;3;6;4;7;2;0;3;0;3;1;0;0;0;0;4;0;0;0;2;0;4;1;2;1;2;0;6;1;2;0;0;0;0;3;13;16;1;0;0;0;13;18;2;8;3;6;4;8;8;22;0;0
16;ASV;OLY;Olympiacos Piraeus;LDLC ASVEL Villeurbanne;22.12.2023;H;L;200;85;20;30;0,67;11;26;0,42;31;56;0,55;12;12;1;7;23;30;24;14;7;8;0;24;15;106;12;67;74;1,15;0,88;126,9;104,3;22,6;0,65;0,71;0,12;1,56;0,22;1,38;0,07;0,8;0,08;1,5;0,27;1,2;0,05;0,19;0,08;0,11;0,69;0,6;1;0,25;0,32;1,71;0,28;0,3;0,27;-;0,64;0,62;0,64;1;0,49;0,1;0,13;0,16;0,05;3;0,5;0,47;12;11;1;2;6;8;7;1;0;0;1;0;1;1;2;0;2;0;0;0;5;0;3;0;5;0;2;1;6;0;1;0;1;1;3;3;8;8;0;0;0;0;7;9;11;16;2;5;3;6;8;20;0;0
16;OLY;ASV;LDLC ASVEL Villeurbanne;Olympiacos Piraeus;22.12.2023;A;W;200;73;22;43;0,51;4;19;0,21;26;62;0,42;17;20;0,85;13;18;31;18;14;6;0;8;15;24;76;-12;70;83;0,88;1,15;104,3;126,9;-22,6;0,45;0,53;0,18;1,2;0,2;1,06;0,13;0,73;0,06;0,6;0,16;0,69;0,08;0,17;0,08;0,08;0,56;0,68;0,5;0,17;0,22;1,29;0,36;0,38;0,36;0;0,72;0,7;0,73;-;0,51;0,09;0;0;0;4;0,47;0,5;15;2;1;2;7;7;0;0;0;1;4;1;1;1;0;1;4;0;0;0;2;0;3;1;1;0;0;1;8;2;0;0;0;0;5;5;10;12;1;2;3;0;9;15;9;17;4;11;1;5;3;13;0;1
16;BER;FEN;Fenerbahce Beko Istanbul;ALBA Berlin;22.12.2023;H;L;200;91;22;36;0,61;12;28;0,43;34;64;0,53;11;12;0,92;11;28;39;25;16;3;3;1;18;17;112;9;74;85;1,07;1;123;109,3;13,6;0,63;0,66;0,16;1,14;0,21;1,22;0,05;1,5;0,04;1;0,28;1,38;0,06;0,19;0,12;0,07;0,64;0,55;0,92;0,4;0,29;1,56;0,39;0,46;0,33;-;0,8;0,79;0,75;1;0,62;0,04;0,05;0,06;0;2;0,56;0,35;12;11;2;4;10;6;3;0;4;0;2;0;0;0;0;0;4;1;0;0;2;3;9;2;3;0;0;0;6;0;2;1;0;0;1;1;8;8;0;2;3;0;8;14;11;18;3;4;1;3;11;24;0;1
16;FEN;BER;ALBA Berlin;Fenerbahce Beko Istanbul;22.12.2023;A;W;200;82;24;48;0,5;7;16;0,44;31;64;0,48;13;20;0,65;7;17;24;15;9;10;1;3;17;18;81;-9;75;82;1;1,07;109,3;123;-13,6;0,54;0,56;0,23;1,26;0,27;0,73;0,09;1,14;0;-;0,2;1,31;0,11;0,11;0,04;0,07;0,38;0,46;0,43;0,13;0,18;1,67;0,2;0,21;0,25;0;0,61;0,54;0,67;-;0,38;0,14;0,02;0,03;0;3;0,35;0,56;11;3;1;2;3;6;1;0;2;0;3;0;0;0;0;0;2;0;0;0;1;0;5;0;1;0;2;0;8;0;0;0;0;0;1;1;10;16;1;2;3;0;12;19;8;22;4;7;0;0;7;16;0;0
16;ASM;BAY;FC Bayern Munich;AS Monaco;22.12.2023;A;W;200;80;15;27;0,56;14;35;0,4;29;62;0,47;8;9;0,89;12;23;35;18;18;4;1;1;28;17;74;-11;72;84;0,95;1,14;111,1;128,2;-17,1;0,58;0,61;0,06;1,6;0,21;1,11;0,05;0,5;0,1;1,13;0,32;1,22;0,05;0,21;0,06;0,15;0,55;0,4;0,64;0,75;0,21;1;0,35;0,33;0,38;0;0,74;0,71;0,91;0,33;0,54;0,06;0,02;0,02;0;5;0,57;0,24;6;9;3;5;5;13;1;0;1;0;3;0;0;0;4;0;3;1;0;0;0;0;9;0;3;0;0;0;10;0;0;1;0;0;0;0;5;6;0;3;3;0;4;5;10;18;1;4;3;8;11;27;0;0
16;BAY;ASM;AS Monaco;FC Bayern Munich;22.12.2023;H;L;200;91;26;43;0,6;5;17;0,29;31;60;0,52;24;31;0,77;8;22;30;12;8;5;1;1;17;28;105;11;71;80;1,14;0,95;128,2;111,1;17,1;0,56;0,63;0,08;2;0,31;1,04;0,15;1,17;0;-;0,21;0,88;0,15;0,1;0,05;0,05;0,29;0,42;0,2;0;0,15;1,5;0,26;0,29;0,09;0,67;0,65;0,67;0,62;1;0,46;0,07;0,02;0,04;0;8;0,24;0,57;11;1;0;0;4;4;1;0;0;0;3;0;2;0;0;0;1;0;1;1;0;0;5;0;3;0;0;1;12;0;0;1;2;2;3;4;16;22;1;3;3;0;6;6;13;25;7;12;0;0;5;17;0;0
16;MIL;PAN;Panathinaikos AKTOR Athens;EA7 Emporio Armani Milan;22.12.2023;H;L;200;76;20;44;0,45;7;15;0,47;27;59;0,46;15;17;0,88;9;28;37;17;13;7;2;5;17;19;89;8;70;79;0,96;0,87;108,6;97,1;11,4;0,52;0,58;0,2;1,25;0,25;0,7;0,1;0,75;0,03;1,5;0,16;1,38;0,09;0,16;0,1;0,06;0,5;0,45;0,57;0,57;0,22;1,31;0,27;0,29;0,25;0;0,78;0,92;0,73;0;0,54;0,1;0,03;0,03;0,03;9;0,29;0,47;9;4;4;8;8;5;1;1;1;0;6;0;0;0;0;0;1;1;0;0;3;0;6;0;3;0;3;0;12;1;0;0;1;1;2;2;12;14;0;0;0;0;10;16;7;20;3;8;1;2;6;13;0;0
16;PAN;MIL;EA7 Emporio Armani Milan;Panathinaikos AKTOR Athens;22.12.2023;A;W;200;68;18;31;0,58;8;31;0,26;26;62;0,42;8;9;0,89;8;24;32;14;12;8;5;2;19;17;74;-8;70;78;0,87;0,96;97,1;108,6;-11,4;0,48;0,52;0,15;1,5;0,19;1,07;0,05;0,5;0,04;0;0,36;0,86;0,05;0,15;0,09;0,06;0,47;0,44;0,63;0,25;0,18;1,17;0,22;0,08;0,27;1;0,73;0,71;0,75;1;0,46;0,11;0,08;0,11;0;5;0,47;0,29;8;5;1;0;7;5;5;0;0;0;1;0;0;0;0;0;6;0;1;0;5;0;7;0;4;1;1;0;5;0;1;0;0;0;1;1;7;8;0;0;0;0;9;12;8;15;1;4;0;3;8;28;0;0
